Тираж;Дата;Время;∑ чисел выпавших;∑ чисел не выпавших;μ число;⌓ Медиана;Повторения чисел;σ² Дисперсия;σ СКО;↑ Макс;↓ Мин;Четных;Нечетных;Кол-во простых;Кол-во составных;Кол-во низких;Кол-во высоких;Кол-во треугольных;Кол-во квадратных;Кол-во зеркальных
465;22.02.2026;12:01;55;1775;9,1667;8,5;да;49,1389;7,0099;20;1;3;3;2;3;6;0;2;1;3
466;22.02.2026;15:01;65;1765;10,8333;11;да;33,1389;5,7566;20;3;3;3;2;4;6;0;3;0;2
467;22.02.2026;18:01;74;1756;12,3333;15,5;да;56,5556;7,5203;20;1;2;4;2;3;6;0;3;2;2
468;22.02.2026;21:01;65;1765;10,8333;8,5;да;37,1389;6,0942;20;3;3;3;2;4;6;0;1;1;4
469;23.02.2026;12:01;55;1789;9,1667;9;да;45,8056;6,768;19;1;3;3;2;3;6;0;2;2;3
470;23.02.2026;15:01;40;1800;6,6667;5,5;да;20,2222;4,4969;16;3;2;4;4;2;6;0;2;2;5
471;23.02.2026;18:01;71;1759;11,8333;13,5;да;31,1389;5,5802;18;3;3;3;2;4;6;0;3;0;2
472;23.02.2026;21:01;63;1779;10,5;12;да;23,9167;4,8905;16;1;5;1;0;5;6;0;1;2;2
473;24.02.2026;12:01;79;1751;13,1667;13;да;13,4722;3,6704;19;8;5;1;1;5;6;0;1;1;1
474;24.02.2026;15:01;47;1783;7,8333;8,5;да;12,4722;3,5316;12;2;3;3;4;2;6;0;1;0;4
475;24.02.2026;18:01;54;1785;9;9;да;20;4,4721;17;3;0;6;4;2;6;0;1;2;5
476;24.02.2026;21:01;52;1778;8,6667;6,5;да;22,2222;4,714;17;4;2;4;4;2;6;0;1;1;4
477;25.02.2026;12:01;51;1779;8,5;8;да;28,9167;5,3774;18;1;3;3;2;3;6;0;3;1;4
478;25.02.2026;15:01;75;1755;12,5;13;да;37,9167;6,1577;20;2;5;1;1;5;6;0;1;2;2
479;25.02.2026;18:01;53;1777;8,8333;7;да;48,8056;6,9861;20;1;5;1;1;4;6;0;2;2;4
480;25.02.2026;21:01;57;1773;9,5;8;да;19,5833;4,4253;18;5;3;3;2;4;6;0;1;1;4
481;26.02.2026;12:01;63;1785;10,5;9,5;да;34,25;5,8523;18;3;3;3;3;3;6;0;1;0;4
482;26.02.2026;15:01;74;1774;12,3333;13,5;да;31,5556;5,6174;18;2;4;2;1;5;6;0;1;1;2
483;26.02.2026;18:01;59;1780;9,8333;10;да;9,8056;3,1314;14;4;3;3;1;5;6;0;0;3;4
484;26.02.2026;21:01;77;1753;12,8333;13,5;да;29,1389;5,398;19;3;3;3;2;4;6;0;3;0;1
485;27.02.2026;12:01;52;1778;8,6667;8;да;12,8889;3,5901;15;4;2;4;2;4;6;0;2;2;5
486;27.02.2026;15:01;55;1775;9,1667;8,5;да;39,4722;6,2827;19;1;1;5;2;3;6;0;3;2;4
487;27.02.2026;18:01;103;1759;17,1667;18;да;5,4722;2,3393;20;14;5;1;1;5;6;0;0;0;0
488;27.02.2026;21:01;45;1789;7,5;4,5;да;35,5833;5,9652;18;1;3;3;2;3;6;0;1;3;4
489;28.02.2026;12:01;74;1756;12,3333;12,5;да;18,2222;4,2687;18;6;4;2;0;6;6;0;3;2;2
490;28.02.2026;15:01;58;1772;9,6667;8,5;да;32,2222;5,6765;18;3;4;2;2;4;6;0;2;2;3
491;28.02.2026;18:01;49;1788;8,1667;7;да;24,1389;4,9131;17;1;1;5;4;1;6;0;2;1;5
492;28.02.2026;21:01;47;1783;7,8333;7;да;28,8056;5,3671;18;1;5;1;0;5;6;0;3;2;4
493;01.03.2026;12:01;70;1768;11,6667;11,5;да;11,5556;3,3994;18;8;4;2;2;4;6;0;0;0;3
494;01.03.2026;15:01;48;1790;8;8;да;13,6667;3,6969;13;3;4;2;2;4;6;0;1;1;4
495;01.03.2026;18:01;58;1772;9,6667;8;нет;55,8889;7,4759;20;1;2;4;3;2;6;0;1;2;4
496;01.03.2026;21:01;63;1767;10,5;10,5;нет;20,9167;4,5735;18;3;3;3;3;3;6;0;2;0;3
497;02.03.2026;12:01;75;1767;12,5;12;да;23,5833;4,8563;19;5;3;3;2;4;6;0;0;1;2
498;02.03.2026;15:01;37;1793;6,1667;4,5;да;19,1389;4,3748;15;2;3;3;3;3;6;0;2;1;5
499;02.03.2026;18:01;38;1792;6,3333;5,5;да;22,2222;4,714;14;1;4;2;2;3;6;0;3;1;4
500;02.03.2026;21:01;70;1761;11,6667;14,5;да;61,2222;7,8245;20;1;2;4;1;3;6;0;3;2;2
501;03.03.2026;12:01;47;1800;7,8333;5;да;44,4722;6,6687;17;1;3;3;3;2;6;0;2;2;4
502;03.03.2026;15:01;52;1778;8,6667;7,5;да;27,2222;5,2175;19;2;4;2;3;3;6;0;2;0;4
503;03.03.2026;18:01;52;1778;8,6667;8,5;да;26,5556;5,1532;16;2;4;2;2;4;6;0;1;2;4
504;03.03.2026;21:01;61;1769;10,1667;10,5;да;35,1389;5,9278;20;1;3;3;1;4;6;0;2;2;3
505;04.03.2026;12:01;69;1779;11,5;15;да;51,9167;7,2053;18;1;5;1;1;4;6;0;1;2;2
506;04.03.2026;15:01;35;1795;5,8333;6;да;13,8056;3,7156;12;1;3;3;3;2;6;0;1;1;5
507;04.03.2026;18:01;62;1768;10,3333;9;да;41,8889;6,4722;19;1;2;4;3;2;6;0;2;1;4
508;04.03.2026;21:01;70;1784;11,6667;12;нет;18,2222;4,2687;17;5;0;6;2;4;6;0;2;2;3
509;05.03.2026;12:01;59;1771;9,8333;8,5;да;22,4722;4,7405;19;4;3;3;2;4;6;0;0;2;4
510;05.03.2026;15:01;83;1747;13,8333;14,5;нет;20,4722;4,5246;20;5;3;3;2;4;6;0;1;1;1
511;05.03.2026;18:01;57;1773;9,5;10;да;35,9167;5,9931;17;1;1;5;3;2;6;0;2;3;4
512;05.03.2026;21:01;37;1793;6,1667;6,5;да;5,1389;2,2669;9;2;3;3;3;3;6;0;1;1;6
513;06.03.2026;12:01;52;1787;8,6667;9;да;16,8889;4,1096;15;1;2;4;0;5;6;0;3;3;4
514;06.03.2026;15:01;62;1768;10,3333;11,5;да;23,2222;4,8189;16;3;2;4;3;3;6;0;2;1;3
515;06.03.2026;18:01;65;1774;10,8333;9;да;33,4722;5,7855;19;3;1;5;3;3;6;0;1;2;4
516;06.03.2026;21:01;64;1766;10,6667;11;да;31,8889;5,647;20;3;4;2;2;4;6;0;2;0;2
517;07.03.2026;12:01;65;1765;10,8333;12;да;42,4722;6,5171;20;2;3;3;4;2;6;0;1;1;3
518;07.03.2026;15:01;62;1785;10,3333;13;да;28,2222;5,3125;16;3;4;2;2;4;6;0;2;1;2
519;07.03.2026;18:01;55;1775;9,1667;10;да;38,1389;6,1757;18;1;5;1;1;4;6;0;1;1;3
520;07.03.2026;21:01;46;1784;7,6667;6,5;да;23,8889;4,8876;15;2;2;4;4;2;6;0;2;0;4
521;08.03.2026;12:01;26;1810;4,3333;4,5;да;6,2222;2,4944;8;1;4;2;2;3;6;0;4;1;6
522;08.03.2026;15:01;62;1768;10,3333;9,5;да;32,5556;5,7058;19;3;2;4;4;2;6;0;1;1;4
523;08.03.2026;18:01;88;1742;14,6667;16,5;да;28,8889;5,3748;19;3;2;4;3;3;6;0;2;1;1
524;08.03.2026;21:01;47;1783;7,8333;5,5;да;27,4722;5,2414;16;2;5;1;2;4;6;0;1;2;4
525;09.03.2026;12:01;62;1769;10,3333;10,5;нет;59,2222;7,6956;20;1;2;4;2;2;6;0;2;2;3
526;09.03.2026;15:01;86;1761;14,3333;16;да;25,8889;5,0881;20;4;2;4;3;3;6;0;1;1;1
527;09.03.2026;18:01;70;1760;11,6667;13,5;да;29,2222;5,4058;17;1;2;4;2;3;6;0;1;3;2
528;09.03.2026;21:01;61;1780;10,1667;11;да;18,4722;4,2979;15;2;3;3;3;3;6;0;1;0;4
529;10.03.2026;12:01;71;1759;11,8333;10,5;да;13,8056;3,7156;19;8;3;3;2;4;6;0;1;1;3
530;10.03.2026;15:01;33;1799;5,5;4,5;да;13,25;3,6401;12;2;5;1;3;3;6;0;2;0;5
531;10.03.2026;18:01;54;1776;9;8,5;да;12,6667;3,559;14;4;4;2;1;5;6;0;1;2;4
532;10.03.2026;21:01;53;1777;8,8333;10;да;32,8056;5,7276;16;1;5;1;1;4;6;0;1;2;3
533;11.03.2026;12:01;81;1749;13,5;14,5;да;31,5833;5,6199;20;5;3;3;3;3;6;0;0;0;2
534;11.03.2026;15:01;79;1768;13,1667;13,5;да;12,1389;3,4841;17;7;1;5;5;1;6;0;0;0;2
535;11.03.2026;18:01;62;1778;10,3333;10,5;да;14,8889;3,8586;16;3;4;2;2;4;6;0;3;1;2
536;11.03.2026;21:01;71;1759;11,8333;11;да;16,1389;4,0173;18;7;5;1;1;5;6;0;1;1;2
537;12.03.2026;12:01;37;1795;6,1667;4,5;да;20,1389;4,4876;14;2;5;1;3;3;6;0;3;0;4
538;12.03.2026;15:01;45;1785;7,5;3,5;да;52,9167;7,2744;20;1;3;3;2;3;6;0;3;2;4
539;12.03.2026;18:01;31;1800;5,1667;5;да;13,1389;3,6248;11;1;3;3;1;3;6;0;3;3;6
540;12.03.2026;21:01;36;1794;6;5,5;да;15,3333;3,9158;13;1;2;4;3;2;6;0;2;2;5
541;13.03.2026;12:01;85;1765;14,1667;15,5;да;31,4722;5,61;20;6;5;1;1;5;6;0;1;0;2
542;13.03.2026;15:01;69;1761;11,5;10,5;да;35,5833;5,9652;20;3;3;3;2;4;6;0;1;1;3
543;13.03.2026;18:01;89;1757;14,8333;16;да;31,1389;5,5802;20;3;3;3;2;4;6;0;2;2;1
544;13.03.2026;21:01;84;1746;14;15,5;да;28;5,2915;19;3;2;4;3;3;6;0;2;1;1
545;14.03.2026;12:01;63;1780;10,5;12;да;15,9167;3,9896;15;3;1;5;4;2;6;0;2;0;3
546;14.03.2026;15:01;83;1747;13,8333;15,5;нет;29,4722;5,4288;20;4;5;1;1;5;6;0;1;1;1
547;14.03.2026;18:01;59;1771;9,8333;11,5;да;17,1389;4,1399;14;2;3;3;4;2;6;0;0;0;3
548;14.03.2026;21:01;38;1792;6,3333;6,5;да;5,5556;2,357;10;3;4;2;2;4;6;0;3;1;5
549;15.03.2026;12:01;62;1769;10,3333;10,5;нет;67,2222;8,1989;20;1;2;4;2;2;6;0;2;3;3
550;15.03.2026;15:01;60;1772;10;10,5;да;47,6667;6,9041;19;2;4;2;3;3;6;0;2;1;3
551;15.03.2026;18:01;37;1793;6,1667;4,5;да;31,8056;5,6396;18;1;3;3;3;2;6;0;1;2;5
552;15.03.2026;21:01;36;1794;6;5,5;да;12,6667;3,559;13;2;2;4;5;1;6;0;2;0;5
553;16.03.2026;12:01;51;1779;8,5;9;да;16,9167;4,113;14;3;3;3;3;3;6;0;1;1;4
554;16.03.2026;15:01;87;1743;14,5;15,5;нет;22,9167;4,7871;20;8;3;3;2;4;6;0;0;1;2
555;16.03.2026;18:01;65;1781;10,8333;12;да;35,1389;5,9278;17;1;3;3;2;3;6;0;1;3;3
556;16.03.2026;21:01;71;1759;11,8333;12,5;да;26,4722;5,1451;19;4;3;3;3;3;6;0;0;2;3
557;17.03.2026;12:01;66;1764;11;10,5;да;36;6;20;2;4;2;3;3;6;0;0;1;3
558;17.03.2026;15:01;72;1772;12;14;да;15,6667;3,9581;16;6;4;2;1;5;6;0;2;1;2
559;17.03.2026;18:01;53;1777;8,8333;10;нет;34,4722;5,8713;18;1;3;3;2;3;6;0;1;2;4
560;17.03.2026;21:01;66;1764;11;9;нет;28;5,2915;20;5;4;2;2;4;6;0;1;1;3
561;18.03.2026;12:01;55;1775;9,1667;8;да;29,1389;5,398;17;2;3;3;3;3;6;0;3;0;3
562;18.03.2026;15:01;75;1755;12,5;14,5;да;49,5833;7,0415;20;2;3;3;4;2;6;0;0;0;3
563;18.03.2026;18:01;82;1768;13,6667;14,5;да;35,5556;5,9629;20;3;4;2;2;4;6;0;2;1;1
564;18.03.2026;21:01;52;1778;8,6667;8,5;нет;13,5556;3,6818;15;4;2;4;2;4;6;0;1;2;5
565;19.03.2026;12:01;61;1776;10,1667;8;да;26,8056;5,1774;19;4;1;5;3;3;6;0;1;2;4
566;19.03.2026;15:01;75;1757;12,5;16;да;58,5833;7,654;20;2;5;1;3;3;6;0;0;0;2
567;19.03.2026;18:01;72;1758;12;13;да;25;5;18;2;4;2;2;4;6;0;1;0;2
568;19.03.2026;21:01;73;1772;12,1667;14;да;18,1389;4,259;17;5;1;5;3;3;6;0;2;0;2
569;20.03.2026;12:01;83;1747;13,8333;15,5;да;18,8056;4,3365;19;7;1;5;3;3;6;0;1;2;2
570;20.03.2026;15:01;67;1763;11,1667;13;да;38,4722;6,2026;18;2;3;3;3;3;6;0;1;1;3
571;20.03.2026;18:01;72;1771;12;13;да;11,3333;3,3665;16;7;2;4;3;3;6;0;1;1;2
572;20.03.2026;21:01;66;1775;11;11;да;18,3333;4,2817;18;5;2;4;4;2;6;0;0;0;4
573;21.03.2026;12:01;38;1792;6,3333;5,5;да;22,2222;4,714;14;1;4;2;2;3;6;0;3;1;4
574;21.03.2026;15:01;75;1755;12,5;16,5;да;62,25;7,8899;20;1;3;3;3;2;6;0;1;2;2
575;21.03.2026;18:01;79;1751;13,1667;14;да;25,8056;5,0799;19;4;3;3;2;4;6;0;2;1;1
576;21.03.2026;21:01;72;1758;12;13,5;да;35;5,9161;20;2;4;2;3;3;6;0;0;1;2
577;22.03.2026;12:01;46;1785;7,6667;6,5;да;38,5556;6,2093;18;1;2;4;2;2;6;0;2;2;4
578;22.03.2026;15:01;43;1802;7,1667;6,5;да;21,1389;4,5977;13;2;3;3;5;1;6;0;0;0;4
579;22.03.2026;18:01;71;1759;11,8333;11,5;нет;34,4722;5,8713;20;3;3;3;3;3;6;0;1;0;3
580;22.03.2026;21:01;54;1776;9;7,5;да;37;6,0828;20;1;2;4;3;2;6;0;1;1;4
581;23.03.2026;12:01;69;1761;11,5;12;да;41,5833;6,4485;20;2;3;3;4;2;6;0;0;0;3
582;23.03.2026;15:01;84;1746;14;15,5;нет;16,6667;4,0825;19;8;2;4;2;4;6;0;1;2;2
583;23.03.2026;18:01;83;1747;13,8333;14;да;17,4722;4,18;20;8;5;1;1;5;6;0;1;1;1
584;23.03.2026;21:01;69;1761;11,5;12;да;32,9167;5,7373;19;3;3;3;3;3;6;0;3;0;2
585;24.03.2026;12:01;55;1788;9,1667;11,5;нет;19,8056;4,4503;13;2;3;3;4;2;6;0;0;1;3
586;24.03.2026;15:01;82;1772;13,6667;13;да;7,5556;2,7487;19;11;0;6;5;1;6;0;1;0;2
587;24.03.2026;18:01;65;1779;10,8333;13;нет;32,1389;5,6691;18;1;5;1;0;5;6;0;2;1;2
588;24.03.2026;21:01;78;1770;13;16;да;42,6667;6,532;19;1;4;2;1;4;6;0;1;1;2
589;25.03.2026;12:01;66;1764;11;11,5;да;31,3333;5,5976;20;2;4;2;3;3;6;0;0;0;3
590;25.03.2026;15:01;58;1772;9,6667;7,5;да;53,8889;7,3409;20;1;2;4;3;2;6;0;2;1;4
591;25.03.2026;18:01;54;1776;9;9;да;16,3333;4,0414;15;3;2;4;3;3;6;0;3;0;4
592;25.03.2026;21:01;54;1776;9;7,5;да;46,3333;6,8069;19;1;2;4;3;2;6;0;2;3;4
593;26.03.2026;12:01;87;1752;14,5;15,5;да;17,5833;4,1932;20;9;3;3;0;6;6;0;1;3;2
594;26.03.2026;15:01;78;1781;13;13,5;да;17;4,1231;17;5;2;4;3;3;6;0;1;0;1
595;26.03.2026;18:01;85;1781;14,1667;16;нет;36,1389;6,0116;20;3;5;1;1;5;6;0;2;2;1
596;26.03.2026;21:01;61;1769;10,1667;11;да;36,8056;6,0668;18;1;5;1;0;5;6;0;2;3;2
597;27.03.2026;12:01;46;1800;7,6667;7;нет;25,5556;5,0553;14;2;4;2;3;3;6;0;0;1;4
598;27.03.2026;15:01;65;1765;10,8333;12;нет;24,1389;4,9131;17;3;1;5;4;2;6;0;3;0;3
599;27.03.2026;18:01;94;1736;15,6667;16;да;9,2222;3,0368;20;11;2;4;3;3;6;0;1;0;1
600;27.03.2026;21:01;80;1768;13,3333;13,5;да;15,8889;3,9861;18;8;4;2;0;6;6;0;1;1;2
601;28.03.2026;12:01;67;1780;11,1667;15;нет;47,8056;6,9142;17;1;3;3;3;2;6;0;1;2;2
602;28.03.2026;15:01;82;1748;13,6667;14;да;18,2222;4,2687;20;6;4;2;1;5;6;0;2;1;1
603;28.03.2026;18:01;64;1786;10,6667;7,5;да;45,2222;6,7247;20;4;4;2;2;4;6;0;0;1;4
604;28.03.2026;21:01;55;1782;9,1667;7;да;29,8056;5,4595;17;2;3;3;4;2;6;0;1;1;4
605;29.03.2026;12:01;78;1771;13;14,5;нет;37,6667;6,1373;19;3;2;4;4;2;6;0;1;0;3
606;29.03.2026;15:01;67;1763;11,1667;11,5;да;22,8056;4,7755;19;3;1;5;4;2;6;0;1;1;3
607;29.03.2026;18:01;64;1766;10,6667;12;нет;29,5556;5,4365;17;1;2;4;2;3;6;0;3;1;2
608;29.03.2026;21:01;55;1792;9,1667;9;да;43,1389;6,568;17;1;3;3;3;2;6;0;2;1;3
609;30.03.2026;12:01;61;1769;10,1667;7,5;да;29,8056;5,4595;20;5;3;3;2;4;6;0;2;0;4
610;30.03.2026;15:01;70;1760;11,6667;14;да;34,5556;5,8784;18;1;2;4;2;3;6;0;2;2;2
611;30.03.2026;18:01;54;1776;9;9;да;22,3333;4,7258;16;3;2;4;4;2;6;0;1;2;4
612;30.03.2026;21:01;57;1773;9,5;10;да;31,25;5,5902;17;1;1;5;4;1;6;0;1;1;3
613;31.03.2026;12:01;65;1765;10,8333;12,5;да;30,4722;5,5202;17;3;3;3;3;3;6;0;1;2;3
614;31.03.2026;15:01;60;1777;10;9;да;10,3333;3,2145;16;7;4;2;2;4;6;0;1;1;3
615;31.03.2026;18:01;74;1756;12,3333;14;нет;35,5556;5,9629;19;1;0;6;3;2;6;0;2;2;2
616;31.03.2026;21:01;33;1797;5,5;5;да;12,9167;3,594;11;1;3;3;2;3;6;0;2;3;6
617;01.04.2026;12:01;40;1793;6,6667;5,5;да;25,5556;5,0553;16;1;2;4;2;3;6;0;3;3;5
618;01.04.2026;15:01;39;1791;6,5;6;да;13,5833;3,6856;12;1;3;3;2;3;6;0;2;2;4
619;01.04.2026;18:01;54;1776;9;7;да;23,3333;4,8305;17;4;4;2;2;4;6;0;1;1;4
620;01.04.2026;21:01;70;1760;11,6667;12;да;31,2222;5,5877;18;1;2;4;3;2;6;0;2;1;2
621;02.04.2026;12:01;63;1767;10,5;11,5;да;38,9167;6,2383;18;1;3;3;1;4;6;0;2;2;3
622;02.04.2026;15:01;68;1766;11,3333;12;да;36,2222;6,0185;19;4;2;4;2;4;6;0;1;3;3
623;02.04.2026;18:01;48;1782;8;6,5;да;34,6667;5,8878;20;1;2;4;2;3;6;0;2;2;5
624;02.04.2026;21:01;66;1764;11;12;да;27,3333;5,2281;18;3;4;2;1;5;6;0;4;0;2
625;03.04.2026;12:01;38;1792;6,3333;6,5;да;8,2222;2,8674;11;2;4;2;3;3;6;0;1;1;6
626;03.04.2026;15:01;70;1760;11,6667;12,5;да;24,8889;4,9889;18;3;4;2;2;4;6;0;1;1;2
627;03.04.2026;18:01;79;1751;13,1667;13;да;10,8056;3,2872;18;8;5;1;1;5;6;0;0;1;2
628;03.04.2026;21:01;62;1768;10,3333;9,5;да;30,5556;5,5277;19;2;2;4;4;2;6;0;1;0;4
629;04.04.2026;12:01;59;1787;9,8333;8,5;да;22,1389;4,7052;16;4;5;1;1;5;6;0;2;3;3
630;04.04.2026;15:01;59;1771;9,8333;10;да;17,8056;4,2197;15;3;3;3;2;4;6;0;2;0;3
631;04.04.2026;18:01;90;1758;15;17,5;да;21,3333;4,6188;19;6;4;2;2;4;6;0;1;0;1
632;04.04.2026;21:01;50;1780;8,3333;6;да;34,5556;5,8784;19;2;2;4;5;1;6;0;0;1;4
633;05.04.2026;12:01;49;1781;8,1667;6,5;да;43,8056;6,6186;20;1;3;3;3;2;6;0;1;1;4
634;05.04.2026;15:01;63;1781;10,5;10,5;да;35,5833;5,9652;20;3;3;3;3;3;6;0;1;0;3
635;05.04.2026;18:01;75;1775;12,5;15;да;56,25;7,5;20;1;3;3;2;3;6;0;1;2;2
636;05.04.2026;21:01;80;1770;13,3333;13;да;33,8889;5,8214;20;3;4;2;2;4;6;0;1;0;2
637;06.04.2026;12:01;63;1774;10,5;8;да;35,25;5,9372;19;3;1;5;4;2;6;0;1;1;4
638;06.04.2026;15:01;40;1790;6,6667;6,5;да;8,5556;2,925;12;3;4;2;2;4;6;0;2;1;5
639;06.04.2026;18:01;56;1774;9,3333;9,5;да;22,2222;4,714;15;1;2;4;2;3;6;0;2;1;4
640;06.04.2026;21:01;53;1777;8,8333;7,5;да;27,8056;5,2731;20;4;3;3;2;4;6;0;0;2;5
641;07.04.2026;12:01;85;1745;14,1667;15,5;да;27,4722;5,2414;20;4;5;1;1;5;6;0;0;1;1
642;07.04.2026;15:01;63;1784;10,5;9,5;да;26,5833;5,1559;17;3;1;5;5;1;6;0;1;0;4
643;07.04.2026;18:01;57;1773;9,5;9,5;да;31,9167;5,6495;17;1;1;5;3;2;6;0;2;1;3
644;07.04.2026;21:01;85;1760;14,1667;15;да;25,8056;5,0799;20;4;3;3;1;5;6;0;2;1;1
645;08.04.2026;12:01;74;1756;12,3333;11,5;да;22,2222;4,714;20;5;4;2;2;4;6;0;1;1;2
646;08.04.2026;15:01;35;1797;5,8333;5;нет;15,8056;3,9756;13;2;3;3;5;1;6;0;1;0;5
647;08.04.2026;18:01;49;1781;8,1667;7,5;да;25,8056;5,0799;18;1;3;3;1;4;6;0;2;2;5
648;08.04.2026;21:01;70;1780;11,6667;11;нет;43,5556;6,5997;20;3;4;2;2;4;6;0;2;0;2
649;09.04.2026;12:01;46;1784;7,6667;7,5;да;33,2222;5,7639;15;1;2;4;3;2;6;0;3;1;3
650;09.04.2026;15:01;67;1763;11,1667;13;да;48,8056;6,9861;19;1;1;5;3;2;6;0;3;1;3
651;09.04.2026;18:01;74;1770;12,3333;14;да;23,5556;4,8534;17;2;4;2;2;4;6;0;1;0;1
652;09.04.2026;21:01;51;1784;8,5;7,5;да;20,9167;4,5735;16;3;3;3;3;3;6;0;2;1;3
653;10.04.2026;12:01;43;1790;7,1667;4,5;да;28,4722;5,3359;15;2;3;3;3;3;6;0;4;0;4
654;10.04.2026;15:01;75;1755;12,5;15;да;30,9167;5,5603;18;3;3;3;3;3;6;0;1;1;2
655;10.04.2026;18:01;68;1762;11,3333;10,5;да;44,2222;6,65;20;1;2;4;2;3;6;0;1;2;3
656;10.04.2026;21:01;66;1764;11;11;да;32,6667;5,7155;19;3;4;2;2;4;6;0;2;1;3
657;11.04.2026;12:01;41;1795;6,8333;6;да;20,4722;4,5246;16;1;3;3;2;3;6;0;3;2;5
658;11.04.2026;15:01;85;1745;14,1667;16,5;да;35,4722;5,9559;20;2;5;1;2;4;6;0;0;1;1
659;11.04.2026;18:01;78;1752;13;11,5;да;20,6667;4,5461;20;8;4;2;1;5;6;0;1;1;2
660;11.04.2026;21:01;77;1768;12,8333;15;нет;22,8056;4,7755;17;3;1;5;3;3;6;0;3;1;2
661;12.04.2026;12:01;84;1762;14;16;да;24,3333;4,9329;19;5;4;2;2;4;6;0;1;2;1
662;12.04.2026;15:01;51;1787;8,5;8;нет;27,5833;5,252;17;2;3;3;4;2;6;0;1;0;4
663;12.04.2026;18:01;61;1771;10,1667;11;да;41,8056;6,4657;18;2;3;3;4;2;6;0;0;1;3
664;12.04.2026;21:01;48;1782;8;5,5;да;34,6667;5,8878;17;1;2;4;2;3;6;0;3;2;4
665;13.04.2026;12:01;62;1786;10,3333;9,5;да;40,2222;6,3421;18;2;4;2;3;3;6;0;1;0;3
666;13.04.2026;15:01;59;1771;9,8333;8,5;да;37,1389;6,0942;19;2;3;3;4;2;6;0;1;1;4
667;13.04.2026;18:01;56;1774;9,3333;9;да;36,5556;6,0461;18;2;4;2;2;4;6;0;3;0;3
668;13.04.2026;21:01;47;1790;7,8333;7;да;23,8056;4,8791;16;2;3;3;4;2;6;0;1;1;4
669;14.04.2026;12:01;43;1787;7,1667;8,5;да;18,4722;4,2979;12;1;3;3;3;2;6;0;2;1;4
670;14.04.2026;15:01;47;1783;7,8333;7,5;да;6,8056;2,6088;12;4;5;1;1;5;6;0;2;1;4
671;14.04.2026;18:01;70;1763;11,6667;12,5;да;47,8889;6,9202;20;3;2;4;3;3;6;0;4;0;2
672;14.04.2026;21:01;43;1787;7,1667;6;да;32,8056;5,7276;17;1;1;5;4;1;6;0;2;2;5
673;15.04.2026;12:01;65;1777;10,8333;12;нет;8,1389;2,8529;14;6;5;1;1;5;6;0;1;0;2
674;15.04.2026;15:01;61;1769;10,1667;11,5;да;29,1389;5,398;18;1;3;3;2;3;6;0;2;1;3
675;15.04.2026;18:01;62;1768;10,3333;9,5;да;41,5556;6,4464;20;2;4;2;3;3;6;0;1;1;3
676;15.04.2026;21:01;79;1768;13,1667;15,5;да;31,4722;5,61;17;1;1;5;3;2;6;0;2;2;1
677;16.04.2026;12:01;43;1787;7,1667;6,5;нет;11,8056;3,4359;14;3;3;3;3;3;6;0;2;0;5
678;16.04.2026;15:01;61;1786;10,1667;9;да;27,8056;5,2731;17;3;3;3;3;3;6;0;3;0;3
679;16.04.2026;18:01;52;1778;8,6667;7;да;28,5556;5,3437;20;4;4;2;1;5;6;0;1;2;5
680;16.04.2026;21:01;54;1776;9;7,5;да;28,6667;5,3541;18;3;4;2;2;4;6;0;1;1;4
681;17.04.2026;12:01;47;1783;7,8333;6;да;23,4722;4,8448;17;3;1;5;5;1;6;0;1;1;5
682;17.04.2026;15:01;60;1789;10;9,5;да;35,3333;5,9442;19;3;2;4;4;2;6;0;1;0;3
683;17.04.2026;18:01;57;1777;9,5;8;нет;43,9167;6,627;20;2;5;1;1;5;6;0;1;2;3
684;17.04.2026;21:01;60;1770;10;10;да;53,6667;7,3258;19;1;4;2;2;3;6;0;2;1;3
685;18.04.2026;12:01;54;1776;9;8,5;да;23;4,7958;17;3;2;4;4;2;6;0;2;0;4
686;18.04.2026;15:01;80;1750;13,3333;15,5;да;33,8889;5,8214;20;5;4;2;2;4;6;0;1;0;2
687;18.04.2026;18:01;48;1782;8;8,5;да;11;3,3166;12;2;4;2;2;4;6;0;1;1;5
688;18.04.2026;21:01;54;1785;9;9;да;27,6667;5,2599;19;2;2;4;3;3;6;0;1;2;4
689;19.04.2026;12:01;46;1788;7,6667;4;да;40,2222;6,3421;18;2;4;2;2;4;6;0;2;2;4
690;19.04.2026;15:01;63;1786;10,5;9;да;44,25;6,6521;19;3;3;3;3;3;6;0;2;1;3
691;19.04.2026;18:01;71;1759;11,8333;14,5;да;37,1389;6,0942;18;3;3;3;3;3;6;0;1;2;2
692;19.04.2026;21:01;74;1756;12,3333;11,5;да;24,2222;4,9216;20;6;4;2;2;4;6;0;2;0;2
693;20.04.2026;12:01;79;1778;13,1667;12,5;да;9,1389;3,0231;17;10;3;3;3;3;6;0;2;0;1
694;20.04.2026;15:01;59;1771;9,8333;8,5;да;33,1389;5,7566;20;3;3;3;3;3;6;0;2;0;3
695;20.04.2026;18:01;60;1786;10;10,5;да;30,3333;5,5076;16;3;4;2;2;4;6;0;1;3;3
696;20.04.2026;21:01;66;1764;11;11;да;39,6667;6,2982;20;3;2;4;3;3;6;0;2;1;3
697;21.04.2026;12:01;58;1772;9,6667;9;да;37,5556;6,1283;19;2;4;2;2;4;6;0;2;1;3
